OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,SHAPE_Area,SHAPE_Length
23,,Thomasville Heights,Neighborhood,,,,,,406.59,0.64,Thomasville Heights,Z,,,GIS,2022/05/24 15:38:23+00,{370A8E25-DA75-4510-9DDD-723AE0FB38FF},17711139.0500351,18526.0690864058
24,,Norwood Manor,Neighborhood,,,,,,332.38,0.52,Norwood Manor,Z,,,GIS,2022/05/24 15:38:23+00,{7701FFA4-5F38-4CD1-8BB9-F3A3BCE2F5C7},14478200.8520636,21780.3971271804
25,,South River Gardens,Neighborhood,,,,,,1804.02,2.82,George High,Z,,,GIS,2022/05/24 15:38:23+00,{AD4831EB-8665-4D27-955F-A3FF96C3EAE1},78582885.1064715,38580.4562999613
26,,Blair Villa/Poole Creek,Neighborhood,,,,,,847.81,1.32,Blair Villa/Poole Creek,Z,,,GIS,2022/05/24 15:38:23+00,{4D27BC55-9703-4B6B-8967-620BC1B98D1E},36930406.9653131,27804.4174333533
27,,Rosedale Heights,Neighborhood,,,,,,200.03,0.31,Rosedale Heights,Z,,,GIS,2022/05/24 15:38:23+00,{F3A0E4E2-8CF8-4F65-AF59-12B8DA058AC2},8713077.42047444,15290.0484536925
28,,Lakewood,Neighborhood,,,,,,343.51,0.54,Lakewood,Z,,,GIS,2022/05/24 15:38:23+00,{A9DE02BA-02F3-4652-82CB-231BCC032ADC},14963436.516558,16265.9447459908
33,,Lindridge/Martin Manor,Neighborhood,,,,,,451.7,0.71,Lindridge-Martin Manor,F,,,GIS,2022/05/24 15:38:23+00,{90BE0814-C29E-4291-A2CC-92C43CD2C1E4},19676041.0772148,19387.2815573959
34,,Atkins Park,Neighborhood,,,,,,34.72,0.05,Atkins Park,F,,,GIS,2022/05/24 15:38:23+00,{DBB8794B-36D0-4BBD-B1C4-B9A987C608EE},1512562.99774099,5200.58013431001
35,,Piedmont Heights,Neighborhood,,,,,,310.55,0.49,Piedmont Heights,F,,,GIS,2022/05/24 15:38:23+00,{DA81D2A5-7C53-49BE-B87A-9FD679C4AB5E},13527657.6267403,16305.3706494828
46,,Collier Hills,Neighborhood,,,,,,151.42,0.24,Collier Hills,C,,,GIS,2022/05/24 15:38:24+00,{AE90C4DD-AD47-49F6-8846-47B1277D1DFA},6595615.11044814,11600.4951365746
47,,Colonial Homes,Neighborhood,,,,,,27.42,0.04,Colonial Homes,C,,,GIS,2022/05/24 15:38:24+00,{95ED6F40-0B41-44A8-A5BE-F06283326C51},1194477.70339101,4978.10993276711
48,,Cabbagetown,Neighborhood,,,,,,112.17,0.18,Cabbage Town,N,,,GIS,2022/05/24 15:38:24+00,{267DA5D6-6421-4870-AA02-137C41930051},4886223.4652232,9042.74879518384
49,,Reynoldstown,Neighborhood,,,,,,395.41,0.62,Reynoldstown,N,,,GIS,2022/05/24 15:38:24+00,{F178147A-A945-4234-8052-D81C012E4ECB},17223812.0943034,17900.2189637518
50,,The Villages at East Lake,Neighborhood,,,,,,187.26,0.29,East Lake Meadows,O,,,GIS,2022/11/08 16:43:10+00,{64F7E230-0B97-4A6E-9870-3E6B6C10369B},8101093.7550941,15563.8263063761
51,,Ormewood Park,Neighborhood,,,,,,505.91,0.79,Ormewood Park,W,,,GIS,2022/05/24 15:38:24+00,{EC67BCEC-A8CB-49B0-8979-4D36C9FC2D32},22037397.9561682,21428.4028948594
52,,Woodland Hills,Neighborhood,,,,,,94.71,0.15,Woodland Hills,W,,,GIS,2022/05/24 15:38:24+00,{01E58E2B-50D2-476B-9670-CDD137717CA1},4125419.68850194,8918.18627824192
53,,Benteen Park,Neighborhood,,,,,,180.54,0.28,Benteen,W,,,GIS,2022/05/24 15:38:24+00,{6F4AC49D-3F7D-4873-89C6-AEE0A2D6AAC5},7864496.37794289,13853.8158769751
54,,Boulevard Heights,Neighborhood,,,,,,140.21,0.22,Boulevard Heights,W,,,GIS,2022/05/24 15:38:24+00,{86A6BACD-68D0-40FD-83BA-9FD63C97B887},6107540.24423201,11725.6586747281
55,,Rebel Valley Forest,Neighborhood,,,,,,112.36,0.18,Rebel Valley Forest,Z,,,GIS,2022/05/24 15:38:24+00,{6B3F2CCF-2905-45C6-8B08-E6971E78C328},4894277.90575651,9128.26074995025
56,,Leila Valley,Neighborhood,,,,,,314.8,0.49,Leila Valley,Z,,,GIS,2022/05/24 15:38:24+00,{D3B20D8F-7D74-4A29-A947-FA64841311FA},13712534.1413444,24885.5192028361
57,,Chosewood Park,Neighborhood,,,,,,560.44,0.88,Choosewood Park,Y,,,GIS,2022/05/24 15:38:31+00,{EE550657-B80D-4F61-B2AB-DEE359E72B65},24412468.4180996,25519.1637909518
58,,Cascade Avenue/Road,Neighborhood,,,,,,673.3,1.05,Cascade Road,S,,,GIS,2022/05/24 15:38:24+00,{CDB5122B-F54E-4893-9264-C41C69E235D4},29328959.9535114,25579.3263733179
59,,Oakland City,Neighborhood,,,,,,630.39,0.98,Oakland City,S,,,GIS,2022/05/24 15:38:24+00,{EB398172-A2F8-42B4-B73A-D237D926B9C8},27459719.0325117,34560.3853975011
60,,Campbellton Road,Neighborhood,,,,,,282.91,0.44,Campbellton Road,R,,,GIS,2022/05/24 15:38:32+00,{7F9C6923-F17A-4C70-9F40-49235294CB69},12323572.8142463,15863.5603001759
61,,Southwest,Neighborhood,,,,,,1262.47,1.97,Southwest,R,,,GIS,2022/05/24 15:38:24+00,{430929E0-8949-48DD-9E5F-778F07F688F9},54992889.8360355,46142.6899811634
62,,Adams Park,Neighborhood,,,,,,628.53,0.98,Adams Park,R,,,GIS,2022/05/24 15:38:24+00,{806632F1-D3FC-4DD2-978A-42B625F8C601},27378542.8808632,21028.3650077128
63,,Mellwood,Neighborhood,,,,,,23.3,0.04,Melwood,P,,,GIS,2022/05/24 15:38:25+00,{0ED77AB2-19DB-41EA-A7CD-B5F9033327D5},1015011.19082165,4080.2077148072
64,,Tampa Park,Neighborhood,,,,,,17.19,0.03,Tampa Park,P,,,GIS,2022/05/24 15:38:25+00,{A54BDB59-7D9D-496A-80D1-17723D2F4D08},748868.042249654,3601.17232582406
65,,Brentwood,Neighborhood,,,,,,46.45,0.07,Brentwood,P,,,GIS,2022/05/24 15:38:25+00,{4CC9A239-E950-40E4-905B-46901522AE6D},2023496.46824406,6741.62413731234
71,,Ben Hill,Neighborhood,,,,,,685.22,1.07,Ben Hill,P,,,GIS,2022/05/24 15:38:25+00,{BE4276A0-2F34-4E15-8DDA-F8059ACC9E22},29848191.818025,38492.4396847403
72,,Berkeley Park,Neighborhood,,,,,,300.29,0.47,Berkeley Park,D,,,GIS,2022/05/24 15:38:25+00,{200941BA-621D-4CEB-85E1-DAE3F0C12784},13080788.1160151,17189.9550703548
73,,Underwood Hills,Neighborhood,,,,,,718.32,1.12,Underwood Hills,D,,,GIS,2022/05/24 15:38:25+00,{F6A29233-FF85-4169-91C3-73BFE2023102},31289894.060391,33420.1599316107
76,,Blandtown,Neighborhood,,,,,,495.03,0.77,Blandtown,D,,,GIS,2022/05/24 15:38:25+00,{B120B823-DF1C-43A1-8E6B-0CCA0C7A8D72},21563488.7043263,20216.3544592689
79,,West Highlands,Neighborhood,,,,,,507.02,0.79,Perry Homes,G,,,GIS,2022/05/24 15:38:25+00,{72D80BC0-3021-4444-AD33-48662B2AB619},22085523.1674219,26643.9976054873
80,,Rockdale,Neighborhood,,,,,,358.31,0.56,Rockdale,G,,,GIS,2022/05/24 15:38:25+00,{78733A65-6404-49A9-B440-7D53607EBB9A},15608124.1623918,20281.4330503028
83,,Center Hill,Neighborhood,,,,,,703.7,1.1,Center Hill,J,,,GIS,2022/05/24 15:38:26+00,{819901CA-CAD0-4D35-9F85-CAA55E6A32BA},30653084.1497734,23967.9131741831
88,,Orchard Knob,Neighborhood,,,,,,293.54,0.46,Orchard Knob,Z,,,GIS,2022/05/24 15:38:26+00,{5E05DAE9-12DE-4325-BB3A-52ADC8C6F61A},12786692.7288674,16208.2460017441
